idQuestionFormats,"questionFormat","answerFormat","userResponseType"
270,"Is [COURSE_DEPT]-[COURSE_NUM] necessary to get a stats degree?","[UNKNOWN]","QUESTION"
271,"Does [COURSE_NUM] help me get a stats minor?","[UNKNOWN]","QUESTION"
272,"Does [COURSE_DEPT][COURSE_NUM] help me get a stats minor?","[UNKNOWN]","QUESTION"
273,"Does [COURSE_DEPT]_[COURSE_NUM] help me get a stats minor?","[UNKNOWN]","QUESTION"
274,"Does [COURSE_DEPT] [COURSE_NUM] help me get a stats minor?","[UNKNOWN]","QUESTION"
275,"Does [COURSE_DEPT]-[COURSE_NUM] help me get a stats minor?","[UNKNOWN]","QUESTION"
276,"Does [COURSE_NUM] contribute to my stats minor?","[UNKNOWN]","QUESTION"
277,"Does [COURSE_DEPT][COURSE_NUM] contribute to my stats minor?","[UNKNOWN]","QUESTION"
278,"Does [COURSE_DEPT]_[COURSE_NUM] contribute to my stats minor?","[UNKNOWN]","QUESTION"
279,"Does [COURSE_DEPT] [COURSE_NUM] contribute to my stats minor?","[UNKNOWN]","QUESTION"
280,"Does [COURSE_DEPT]-[COURSE_NUM] contribute to my stats minor?","[UNKNOWN]","QUESTION"
281,"When has [COURSE_NUM] been offered?","[COURSE_TERMSOFFERED]","QUESTION"
282,"When has [COURSE_DEPT][COURSE_NUM] been offered?","[COURSE_TERMSOFFERED]","QUESTION"
283,"When has [COURSE_DEPT]_[COURSE_NUM] been offered?","[COURSE_TERMSOFFERED]","QUESTION"
284,"When has [COURSE_DEPT] [COURSE_NUM] been offered?","[COURSE_TERMSOFFERED]","QUESTION"
285,"When has [COURSE_DEPT]-[COURSE_NUM] been offered?","[COURSE_TERMSOFFERED]","QUESTION"
286,"How many units is [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
287,"How many units is [COURSE_DEPT][COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
288,"How many units is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
289,"How many units is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
290,"How many units is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
291,"What is the name of [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
292,"What is the name of [COURSE_DEPT][COURSE_NUM]?","[COURSE_DESC]","QUESTION"
293,"What is the name of [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
294,"What is the name of [COURSE_DEPT] [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
295,"What is the name of [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
296,"What class is [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
297,"What class is [COURSE_DEPT][COURSE_NUM]?","[COURSE_DESC]","QUESTION"
298,"What class is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
299,"What class is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
300,"What class is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
301,"What term is [COURSE_NUM] typically offered?","[COURSE_TERMSOFFERED]","QUESTION"
302,"What term is [COURSE_DEPT][COURSE_NUM] typically offered?","[COURSE_TERMSOFFERED]","QUESTION"
303,"What term is [COURSE_DEPT]_[COURSE_NUM] typically offered?","[COURSE_TERMSOFFERED]","QUESTION"
304,"What term is [COURSE_DEPT] [COURSE_NUM] typically offered?","[COURSE_TERMSOFFERED]","QUESTION"
305,"What term is [COURSE_DEPT]-[COURSE_NUM] typically offered?","[COURSE_TERMSOFFERED]","QUESTION"
306,"When is [COURSE_NUM] usually offered?","[COURSE_TERMSOFFERED]","QUESTION"
307,"When is [COURSE_DEPT][COURSE_NUM] usually offered?","[COURSE_TERMSOFFERED]","QUESTION"
308,"When is [COURSE_DEPT]_[COURSE_NUM] usually offered?","[COURSE_TERMSOFFERED]","QUESTION"
309,"When is [COURSE_DEPT] [COURSE_NUM] usually offered?","[COURSE_TERMSOFFERED]","QUESTION"
310,"When is [COURSE_DEPT]-[COURSE_NUM] usually offered?","[COURSE_TERMSOFFERED]","QUESTION"
311,"Does [COURSE_NUM] fulfill any GE requirements?","[UNKNOWN]","QUESTION"
312,"Does [COURSE_DEPT][COURSE_NUM] fulfill any GE requirements?","[UNKNOWN]","QUESTION"
313,"Does [COURSE_DEPT]_[COURSE_NUM] fulfill any GE requirements?","[UNKNOWN]","QUESTION"
314,"Does [COURSE_DEPT] [COURSE_NUM] fulfill any GE requirements?","[UNKNOWN]","QUESTION"
315,"Does [COURSE_DEPT]-[COURSE_NUM] fulfill any GE requirements?","[UNKNOWN]","QUESTION"
316,"How many prerequisite classes are needed for me to take [COURSE_NUM]?","[COUNT:PREREQ]","QUESTION"
317,"How many prerequisite classes are needed for me to take [COURSE_DEPT][COURSE_NUM]?","[COUNT:PREREQ]","QUESTION"
318,"How many prerequisite classes are needed for me to take [COURSE_DEPT]_[COURSE_NUM]?","[COUNT:PREREQ]","QUESTION"
319,"How many prerequisite classes are needed for me to take [COURSE_DEPT] [COURSE_NUM]?","[COUNT:PREREQ]","QUESTION"
320,"How many prerequisite classes are needed for me to take [COURSE_DEPT]-[COURSE_NUM]?","[COUNT:PREREQ]","QUESTION"
321,"List classes below [COURSE_NUM].","[UNKNOWN]","QUESTION"
322,"List classes below [COURSE_DEPT][COURSE_NUM].","[UNKNOWN]","QUESTION"
323,"List classes below [COURSE_DEPT]_[COURSE_NUM].","[UNKNOWN]","QUESTION"
324,"List classes below [COURSE_DEPT] [COURSE_NUM].","[UNKNOWN]","QUESTION"
325,"List classes below [COURSE_DEPT]-[COURSE_NUM].","[UNKNOWN]","QUESTION"
326,"List classes above [COURSE_NUM].","[UNKNOWN]","QUESTION"
327,"List classes above [COURSE_DEPT][COURSE_NUM].","[UNKNOWN]","QUESTION"
328,"List classes above [COURSE_DEPT]_[COURSE_NUM].","[UNKNOWN]","QUESTION"
329,"List classes above [COURSE_DEPT] [COURSE_NUM].","[UNKNOWN]","QUESTION"
330,"List classes above [COURSE_DEPT]-[COURSE_NUM].","[UNKNOWN]","QUESTION"
331,"Does [COURSE_NUM] require any MATH classes?","[UNKNOWN]","QUESTION"
332,"Does [COURSE_DEPT][COURSE_NUM] require any MATH classes?","[UNKNOWN]","QUESTION"
333,"Does [COURSE_DEPT]_[COURSE_NUM] require any MATH classes?","[UNKNOWN]","QUESTION"
334,"Does [COURSE_DEPT] [COURSE_NUM] require any MATH classes?","[UNKNOWN]","QUESTION"
335,"Does [COURSE_DEPT]-[COURSE_NUM] require any MATH classes?","[UNKNOWN]","QUESTION"
336,"Which classes have a [COURSE_NUM] prerequisite?","[UNKNOWN]","QUESTION"
337,"Which classes have a [COURSE_DEPT][COURSE_NUM] prerequisite?","[UNKNOWN]","QUESTION"
338,"Which classes have a [COURSE_DEPT]_[COURSE_NUM] prerequisite?","[UNKNOWN]","QUESTION"
339,"Which classes have a [COURSE_DEPT] [COURSE_NUM] prerequisite?","[UNKNOWN]","QUESTION"
340,"Which classes have a [COURSE_DEPT]-[COURSE_NUM] prerequisite?","[UNKNOWN]","QUESTION"
341,"Does [COURSE_NUM] require instructor approval?","[UNKNOWN]","QUESTION"
342,"Does [COURSE_DEPT][COURSE_NUM] require instructor approval?","[UNKNOWN]","QUESTION"
343,"Does [COURSE_DEPT]_[COURSE_NUM] require instructor approval?","[UNKNOWN]","QUESTION"
344,"Does [COURSE_DEPT] [COURSE_NUM] require instructor approval?","[UNKNOWN]","QUESTION"
345,"Does [COURSE_DEPT]-[COURSE_NUM] require instructor approval?","[UNKNOWN]","QUESTION"
346,"Is [COURSE_NUM] being offered next quarter?","[COURSE_TERMSOFFERED]","QUESTION"
347,"Is [COURSE_DEPT][COURSE_NUM] being offered next quarter?","[COURSE_TERMSOFFERED]","QUESTION"
348,"Is [COURSE_DEPT]_[COURSE_NUM] being offered next quarter?","[COURSE_TERMSOFFERED]","QUESTION"
349,"Is [COURSE_DEPT] [COURSE_NUM] being offered next quarter?","[COURSE_TERMSOFFERED]","QUESTION"
350,"Is [COURSE_DEPT]-[COURSE_NUM] being offered next quarter?","[COURSE_TERMSOFFERED]","QUESTION"
351,"Is [COURSE_NUM] a graduate level course?","[COURSE_STANDING]","QUESTION"
352,"Is [COURSE_DEPT][COURSE_NUM] a graduate level course?","[COURSE_STANDING]","QUESTION"
353,"Is [COURSE_DEPT]_[COURSE_NUM] a graduate level course?","[COURSE_STANDING]","QUESTION"
354,"Is [COURSE_DEPT] [COURSE_NUM] a graduate level course?","[COURSE_STANDING]","QUESTION"
355,"Is [COURSE_DEPT]-[COURSE_NUM] a graduate level course?","[COURSE_STANDING]","QUESTION"
356,"Is [COURSE_NUM] a undergraduate level course?","[COURSE_STANDING]","QUESTION"
357,"Is [COURSE_DEPT][COURSE_NUM] a undergraduate level course?","[COURSE_STANDING]","QUESTION"
358,"Is [COURSE_DEPT]_[COURSE_NUM] a undergraduate level course?","[COURSE_STANDING]","QUESTION"
359,"Is [COURSE_DEPT] [COURSE_NUM] a undergraduate level course?","[COURSE_STANDING]","QUESTION"
360,"Is [COURSE_DEPT]-[COURSE_NUM] a undergraduate level course?","[COURSE_STANDING]","QUESTION"
361,"Does [COURSE_NUM] have non-statistics prerequisites?","[UNKNOWN]","QUESTION"
362,"Does [COURSE_DEPT][COURSE_NUM] have non-statistics prerequisites?","[UNKNOWN]","QUESTION"
363,"Does [COURSE_DEPT]_[COURSE_NUM] have non-statistics prerequisites?","[UNKNOWN]","QUESTION"
364,"Does [COURSE_DEPT] [COURSE_NUM] have non-statistics prerequisites?","[UNKNOWN]","QUESTION"
365,"Does [COURSE_DEPT]-[COURSE_NUM] have non-statistics prerequisites?","[UNKNOWN]","QUESTION"
366,"Does [COURSE_NUM] have non-statistics and non-math prerequisites?","[UNKNOWN]","QUESTION"
367,"Does [COURSE_DEPT][COURSE_NUM] have non-statistics and non-math prerequisites?","[UNKNOWN]","QUESTION"
368,"Does [COURSE_DEPT]_[COURSE_NUM] have non-statistics and non-math prerequisites?","[UNKNOWN]","QUESTION"
369,"Does [COURSE_DEPT] [COURSE_NUM] have non-statistics and non-math prerequisites?","[UNKNOWN]","QUESTION"
370,"Does [COURSE_DEPT]-[COURSE_NUM] have non-statistics and non-math prerequisites?","[UNKNOWN]","QUESTION"
371,"Is [COURSE_NUM] part of the data science minor?","[UNKNOWN]","QUESTION"
372,"Is [COURSE_DEPT][COURSE_NUM] part of the data science minor?","[UNKNOWN]","QUESTION"
373,"Is [COURSE_DEPT]_[COURSE_NUM] part of the data science minor?","[UNKNOWN]","QUESTION"
374,"Is [COURSE_DEPT] [COURSE_NUM] part of the data science minor?","[UNKNOWN]","QUESTION"
375,"Is [COURSE_DEPT]-[COURSE_NUM] part of the data science minor?","[UNKNOWN]","QUESTION"
376,"What teachers teach [COURSE_NUM] this quarter?","[UNKNOWN]","QUESTION"
377,"What teachers teach [COURSE_DEPT][COURSE_NUM] this quarter?","[UNKNOWN]","QUESTION"
378,"What teachers teach [COURSE_DEPT]_[COURSE_NUM] this quarter?","[UNKNOWN]","QUESTION"
379,"What teachers teach [COURSE_DEPT] [COURSE_NUM] this quarter?","[UNKNOWN]","QUESTION"
380,"What teachers teach [COURSE_DEPT]-[COURSE_NUM] this quarter?","[UNKNOWN]","QUESTION"
381,"What teachers have taught [COURSE_NUM] in the past?","[UNKNOWN]","QUESTION"
382,"What teachers have taught [COURSE_DEPT][COURSE_NUM] in the past?","[UNKNOWN]","QUESTION"
383,"What teachers have taught [COURSE_DEPT]_[COURSE_NUM] in the past?","[UNKNOWN]","QUESTION"
384,"What teachers have taught [COURSE_DEPT] [COURSE_NUM] in the past?","[UNKNOWN]","QUESTION"
385,"What teachers have taught [COURSE_DEPT]-[COURSE_NUM] in the past?","[UNKNOWN]","QUESTION"
386,"Does [COURSE_NUM] require programming experience?","[UNKNOWN]","QUESTION"
387,"Does [COURSE_DEPT][COURSE_NUM] require programming experience?","[UNKNOWN]","QUESTION"
388,"Does [COURSE_DEPT]_[COURSE_NUM] require programming experience?","[UNKNOWN]","QUESTION"
389,"Does [COURSE_DEPT] [COURSE_NUM] require programming experience?","[UNKNOWN]","QUESTION"
390,"Does [COURSE_DEPT]-[COURSE_NUM] require programming experience?","[UNKNOWN]","QUESTION"
391,"When should [COURSE_NUM] be taken based on the stat flowchart?","[UNKNOWN]","QUESTION"
392,"When should [COURSE_DEPT][COURSE_NUM] be taken based on the stat flowchart?","[UNKNOWN]","QUESTION"
393,"When should [COURSE_DEPT]_[COURSE_NUM] be taken based on the stat flowchart?","[UNKNOWN]","QUESTION"
394,"When should [COURSE_DEPT] [COURSE_NUM] be taken based on the stat flowchart?","[UNKNOWN]","QUESTION"
395,"When should [COURSE_DEPT]-[COURSE_NUM] be taken based on the stat flowchart?","[UNKNOWN]","QUESTION"
396,"Are there sections for [COURSE_NUM] that are open next quarter?","[UNKNOWN]","QUESTION"
397,"Are there sections for [COURSE_DEPT][COURSE_NUM] that are open next quarter?","[UNKNOWN]","QUESTION"
398,"Are there sections for [COURSE_DEPT]_[COURSE_NUM] that are open next quarter?","[UNKNOWN]","QUESTION"
399,"Are there sections for [COURSE_DEPT] [COURSE_NUM] that are open next quarter?","[UNKNOWN]","QUESTION"
400,"Are there sections for [COURSE_DEPT]-[COURSE_NUM] that are open next quarter?","[UNKNOWN]","QUESTION"
401,"Who is the highest ranked teacher teaching [COURSE_NUM]?","[UNKNOWN]","QUESTION"
402,"Who is the highest ranked teacher teaching [COURSE_DEPT][COURSE_NUM]?","[UNKNOWN]","QUESTION"
403,"Who is the highest ranked teacher teaching [COURSE_DEPT]_[COURSE_NUM]?","[UNKNOWN]","QUESTION"
404,"Who is the highest ranked teacher teaching [COURSE_DEPT] [COURSE_NUM]?","[UNKNOWN]","QUESTION"
405,"Who is the highest ranked teacher teaching [COURSE_DEPT]-[COURSE_NUM]?","[UNKNOWN]","QUESTION"
406,"Who is the lowest ranked teacher teaching [COURSE_NUM]?","[UNKNOWN]","QUESTION"
407,"Who is the lowest ranked teacher teaching [COURSE_DEPT][COURSE_NUM]?","[UNKNOWN]","QUESTION"
408,"Who is the lowest ranked teacher teaching [COURSE_DEPT]_[COURSE_NUM]?","[UNKNOWN]","QUESTION"
409,"Who is the lowest ranked teacher teaching [COURSE_DEPT] [COURSE_NUM]?","[UNKNOWN]","QUESTION"
410,"Who is the lowest ranked teacher teaching [COURSE_DEPT]-[COURSE_NUM]?","[UNKNOWN]","QUESTION"
411,"What data science minor courses have [COURSE_NUM] as a prerequisite?","[UNKNOWN]","QUESTION"
412,"What data science minor courses have [COURSE_DEPT][COURSE_NUM] as a prerequisite?","[UNKNOWN]","QUESTION"
413,"What data science minor courses have [COURSE_DEPT]_[COURSE_NUM] as a prerequisite?","[UNKNOWN]","QUESTION"
414,"What data science minor courses have [COURSE_DEPT] [COURSE_NUM] as a prerequisite?","[UNKNOWN]","QUESTION"
415,"What data science minor courses have [COURSE_DEPT]-[COURSE_NUM] as a prerequisite?","[UNKNOWN]","QUESTION"
416,"Do I need [COURSE_NUM] to complete the data science minor?","[UNKNOWN]","QUESTION"
417,"Do I need [COURSE_DEPT][COURSE_NUM] to complete the data science minor?","[UNKNOWN]","QUESTION"
418,"Do I need [COURSE_DEPT]_[COURSE_NUM] to complete the data science minor?","[UNKNOWN]","QUESTION"
419,"Do I need [COURSE_DEPT] [COURSE_NUM] to complete the data science minor?","[UNKNOWN]","QUESTION"
420,"Do I need [COURSE_DEPT]-[COURSE_NUM] to complete the data science minor?","[UNKNOWN]","QUESTION"
421,"Is [COURSE_NUM] an upper level or lower level course?","[UNKNOWN]","QUESTION"
422,"Is [COURSE_DEPT][COURSE_NUM] an upper level or lower level course?","[UNKNOWN]","QUESTION"
423,"Is [COURSE_DEPT]_[COURSE_NUM] an upper level or lower level course?","[UNKNOWN]","QUESTION"
424,"Is [COURSE_DEPT] [COURSE_NUM] an upper level or lower level course?","[UNKNOWN]","QUESTION"
425,"Is [COURSE_DEPT]-[COURSE_NUM] an upper level or lower level course?","[UNKNOWN]","QUESTION"
426,"When was the last time [COURSE_NUM] was offered?","[COURSE_TERMSOFFERED]","QUESTION"
427,"When was the last time [COURSE_DEPT][COURSE_NUM] was offered?","[COURSE_TERMSOFFERED]","QUESTION"
428,"When was the last time [COURSE_DEPT]_[COURSE_NUM] was offered?","[COURSE_TERMSOFFERED]","QUESTION"
429,"When was the last time [COURSE_DEPT] [COURSE_NUM] was offered?","[COURSE_TERMSOFFERED]","QUESTION"
430,"When was the last time [COURSE_DEPT]-[COURSE_NUM] was offered?","[COURSE_TERMSOFFERED]","QUESTION"
431,"Is [COURSE_NUM] an upper level course?","[UNKNOWN]","QUESTION"
432,"Is [COURSE_DEPT][COURSE_NUM] an upper level course?","[UNKNOWN]","QUESTION"
433,"Is [COURSE_DEPT]_[COURSE_NUM] an upper level course?","[UNKNOWN]","QUESTION"
434,"Is [COURSE_DEPT] [COURSE_NUM] an upper level course?","[UNKNOWN]","QUESTION"
435,"Is [COURSE_DEPT]-[COURSE_NUM] an upper level course?","[UNKNOWN]","QUESTION"
436,"Is [COURSE_NUM] a lower level course?","[UNKNOWN]","QUESTION"
437,"Is [COURSE_DEPT][COURSE_NUM] a lower level course?","[UNKNOWN]","QUESTION"
438,"Is [COURSE_DEPT]_[COURSE_NUM] a lower level course?","[UNKNOWN]","QUESTION"
439,"Is [COURSE_DEPT] [COURSE_NUM] a lower level course?","[UNKNOWN]","QUESTION"
440,"Is [COURSE_DEPT]-[COURSE_NUM] a lower level course?","[UNKNOWN]","QUESTION"
441,"What is [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
442,"What is [COURSE_DEPT][COURSE_NUM]?","[COURSE_DESC]","QUESTION"
443,"What is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
444,"What is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_DESC]","QUESTION"
445,"What is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_DESC]","QUESTION"
446,"When is [COURSE_NUM] typically offered?","[COURSE_TERM]","QUESTION"
447,"When is [COURSE_DEPT][COURSE_NUM] typically offered?","[COURSE_TERM]","QUESTION"
448,"When is [COURSE_DEPT]_[COURSE_NUM] typically offered?","[COURSE_TERM]","QUESTION"
449,"When is [COURSE_DEPT] [COURSE_NUM] typically offered?","[COURSE_TERM]","QUESTION"
450,"When is [COURSE_DEPT]-[COURSE_NUM] typically offered?","[COURSE_TERM]","QUESTION"
451,"How many units is [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
452,"How many units is [COURSE_DEPT][COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
453,"How many units is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
454,"How many units is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
455,"How many units is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
456,"Does the department offer [COURSE_NUM].","[EXISTS:COURSE]","QUESTION"
457,"Does the department offer [COURSE_DEPT][COURSE_NUM].","[EXISTS:COURSE]","QUESTION"
458,"Does the department offer [COURSE_DEPT]_[COURSE_NUM].","[EXISTS:COURSE]","QUESTION"
459,"Does the department offer [COURSE_DEPT] [COURSE_NUM].","[EXISTS:COURSE]","QUESTION"
460,"Does the department offer [COURSE_DEPT]-[COURSE_NUM].","[EXISTS:COURSE]","QUESTION"
461,"How many units is [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
462,"How many units is [COURSE_DEPT][COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
463,"How many units is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
464,"How many units is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
465,"How many units is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
466,"How many credits is [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
467,"How many credits is [COURSE_DEPT][COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
468,"How many credits is [COURSE_DEPT]_[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
469,"How many credits is [COURSE_DEPT] [COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
470,"How many credits is [COURSE_DEPT]-[COURSE_NUM]?","[COURSE_UNITS]","QUESTION"
471,"Can you please tell me the units for [COURSE_NUM]","[COURSE_UNITS]","QUESTION"
472,"Can you please tell me the units for [COURSE_DEPT][COURSE_NUM]","[COURSE_UNITS]","QUESTION"
473,"Can you please tell me the units for [COURSE_DEPT]_[COURSE_NUM]","[COURSE_UNITS]","QUESTION"
474,"Can you please tell me the units for [COURSE_DEPT] [COURSE_NUM]","[COURSE_UNITS]","QUESTION"
475,"Can you please tell me the units for [COURSE_DEPT]-[COURSE_NUM]","[COURSE_UNITS]","QUESTION"
476,"Please tell me the units for [COURSE_NUM]","[COURSE_UNITS]","QUESTION"
477,"Please tell me the units for [COURSE_DEPT][COURSE_NUM]","[COURSE_UNITS]","QUESTION"
478,"Please tell me the units for [COURSE_DEPT]_[COURSE_NUM]","[COURSE_UNITS]","QUESTION"
479,"Please tell me the units for [COURSE_DEPT] [COURSE_NUM]","[COURSE_UNITS]","QUESTION"
480,"Please tell me the units for [COURSE_DEPT]-[COURSE_NUM]","[COURSE_UNITS]","QUESTION"
481,"Are there any workshops or study sessions available for [COURSE_NUM]?","[UNKNOWN]","QUESTION"
482,"Are there any workshops or study sessions available for [COURSE_DEPT][COURSE_NUM]?","[UNKNOWN]","QUESTION"
483,"Are there any workshops or study sessions available for [COURSE_DEPT]_[COURSE_NUM]?","[UNKNOWN]","QUESTION"
484,"Are there any workshops or study sessions available for [COURSE_DEPT] [COURSE_NUM]?","[UNKNOWN]","QUESTION"
485,"Are there any workshops or study sessions available for [COURSE_DEPT]-[COURSE_NUM]?","[UNKNOWN]","QUESTION"
486,"Does [COURSE_NUM] have a lab?","This is Cal Poly. Learn by doing.","QUESTION"
487,"Does [COURSE_DEPT][COURSE_NUM] have a lab?","This is Cal Poly. Learn by doing.","QUESTION"
488,"Does [COURSE_DEPT]_[COURSE_NUM] have a lab?","This is Cal Poly. Learn by doing.","QUESTION"
489,"Does [COURSE_DEPT] [COURSE_NUM] have a lab?","This is Cal Poly. Learn by doing.","QUESTION"
490,"Does [COURSE_DEPT]-[COURSE_NUM] have a lab?","This is Cal Poly. Learn by doing.","QUESTION"
491,"Is [COURSE_NUM] offered on a Credit/No Credit basis?","[UNKNOWN]","QUESTION"
492,"Is [COURSE_DEPT][COURSE_NUM] offered on a Credit/No Credit basis?","[UNKNOWN]","QUESTION"
493,"Is [COURSE_DEPT]_[COURSE_NUM] offered on a Credit/No Credit basis?","[UNKNOWN]","QUESTION"
494,"Is [COURSE_DEPT] [COURSE_NUM] offered on a Credit/No Credit basis?","[UNKNOWN]","QUESTION"
495,"Is [COURSE_DEPT]-[COURSE_NUM] offered on a Credit/No Credit basis?","[UNKNOWN]","QUESTION"
496,"Are there any recommended classes for [COURSE_NUM]?","[UNKNOWN]","QUESTION"
497,"Are there any recommended classes for [COURSE_DEPT][COURSE_NUM]?","[UNKNOWN]","QUESTION"
498,"Are there any recommended classes for [COURSE_DEPT]_[COURSE_NUM]?","[UNKNOWN]","QUESTION"
499,"Are there any recommended classes for [COURSE_DEPT] [COURSE_NUM]?","[UNKNOWN]","QUESTION"
500,"Are there any recommended classes for [COURSE_DEPT]-[COURSE_NUM]?","[UNKNOWN]","QUESTION"
501,"Does [COURSE_NUM] require consent of instructor?","[UNKNOWN]","QUESTION"
502,"Does [COURSE_DEPT][COURSE_NUM] require consent of instructor?","[UNKNOWN]","QUESTION"
503,"Does [COURSE_DEPT]_[COURSE_NUM] require consent of instructor?","[UNKNOWN]","QUESTION"
504,"Does [COURSE_DEPT] [COURSE_NUM] require consent of instructor?","[UNKNOWN]","QUESTION"
505,"Does [COURSE_DEPT]-[COURSE_NUM] require consent of instructor?","[UNKNOWN]","QUESTION"
506,"That?s right","[GRATITUDE]","APPROVAL"
507,"That?s spot on","[GRATITUDE]","APPROVAL"
508,"You?ve hit the nail on the head","[GRATITUDE]","APPROVAL"
509,"You?ve nailed it","[GRATITUDE]","APPROVAL"
510,"I suppose so","[GRATITUDE]","APPROVAL"
511,"I?m afraid you?re right","[GRATITUDE]","APPROVAL"
512,"Yes!","[GRATITUDE]","APPROVAL"
513,"Thank you!","[GRATITUDE]","APPROVAL"
514,"Oh now I know!","[GRATITUDE]","APPROVAL"
515,"Certainly!","[GRATITUDE]","APPROVAL"
516,"Oh for sure","[GRATITUDE]","APPROVAL"
517,"For sure","[GRATITUDE]","APPROVAL"
518,"wow cool","[GRATITUDE]","APPROVAL"
519,"sounds good","[GRATITUDE]","APPROVAL"
520,"okay","[GRATITUDE]","APPROVAL"
521,"you got it","[GRATITUDE]","APPROVAL"
522,"affirmed","[GRATITUDE]","APPROVAL"
523,"affirmative","[GRATITUDE]","APPROVAL"
524,"sure","[GRATITUDE]","APPROVAL"
525,"confirmed","[GRATITUDE]","APPROVAL"
526,"sure thing","[GRATITUDE]","APPROVAL"
527,"I'm confident","[GRATITUDE]","APPROVAL"
528,"I am confident","[GRATITUDE]","APPROVAL"
529,"I trust you","[GRATITUDE]","APPROVAL"
530,"you have my trust","[GRATITUDE]","APPROVAL"
531,"I hope so","[GRATITUDE]","APPROVAL"
532,"Im afraid thats not quite right","[CORRECTION_RESPONSE]","CORRECTION"
533,"Im afraid youre mistaken","[CORRECTION_RESPONSE]","CORRECTION"
534,"No, youve got it wrong","[CORRECTION_RESPONSE]","CORRECTION"
535,"you've got it all wrong","[CORRECTION_RESPONSE]","CORRECTION"
536,"that's all wrong","[CORRECTION_RESPONSE]","CORRECTION"
537,"wrong","[CORRECTION_RESPONSE]","CORRECTION"
538,"no","[CORRECTION_RESPONSE]","CORRECTION"
539,"nada","[CORRECTION_RESPONSE]","CORRECTION"
540,"you suck","[CORRECTION_RESPONSE]","CORRECTION"
541,"No, that?s all wrong","[CORRECTION_RESPONSE]","CORRECTION"
542,"Bullshit","[CORRECTION_RESPONSE]","CORRECTION"
543,"Bullcrap","[CORRECTION_RESPONSE]","CORRECTION"
544,"Bullocks","[CORRECTION_RESPONSE]","CORRECTION"
545,"That's dumb","[CORRECTION_RESPONSE]","CORRECTION"
546,"Dumbass","[CORRECTION_RESPONSE]","CORRECTION"
547,"Stupid","[CORRECTION_RESPONSE]","CORRECTION"
548,"That ain't right","[CORRECTION_RESPONSE]","CORRECTION"
549,"Nah fool","[CORRECTION_RESPONSE]","CORRECTION"
550,"No fool!","[CORRECTION_RESPONSE]","CORRECTION"
551,"You have an oversight","[CORRECTION_RESPONSE]","CORRECTION"
552,"I see a mistake","[CORRECTION_RESPONSE]","CORRECTION"
553,"it ain't right","[CORRECTION_RESPONSE]","CORRECTION"
554,"no no no no no","[CORRECTION_RESPONSE]","CORRECTION"
555,"You have a slip up","[CORRECTION_RESPONSE]","CORRECTION"
556,"you slipped up","[CORRECTION_RESPONSE]","CORRECTION"
557,"that's a slip up","[CORRECTION_RESPONSE]","CORRECTION"
558,"a slip up","[CORRECTION_RESPONSE]","CORRECTION"
559,"You have a hiccup","[CORRECTION_RESPONSE]","CORRECTION"
560,"that's a hiccup","[CORRECTION_RESPONSE]","CORRECTION"
561,"I see a hiccup","[CORRECTION_RESPONSE]","CORRECTION"
562,"a hiccup","[CORRECTION_RESPONSE]","CORRECTION"
563,"I have confusion","[CORRECTION_RESPONSE]","CORRECTION"
564,"I am confused","[CORRECTION_RESPONSE]","CORRECTION"
